1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
38.63,39.7375,37.815,38.26,38.26,34432032.0,0.0,1.0
38.66,39.14,38.182,38.95,38.95,25641280.0,0.0,1.0
39.24,39.61,38.63,38.94,38.94,37927497.0,0.0,1.0
37.44,38.38,37.04,38.17,38.17,39610090.0,0.0,1.0
36.63,37.9,36.6,36.92,36.92,43491283.0,0.0,1.0
37.89,38.15,36.24,36.29,36.29,56718044.0,0.0,1.0
38.49,39.63,37.945,38.86,38.86,48277641.0,0.0,1.0
37.46,39.02,36.83,38.1,38.1,60838017.0,0.0,1.0
39.46,39.6,38.07,38.62,38.62,66592017.0,0.0,1.0
41.9,42.28,40.61,41.03,41.03,38910625.0,0.0,1.0
44.35,44.4,41.55,42.47,42.47,50759392.0,0.0,1.0
44.71,45.12,43.15,43.97,43.97,33805186.0,0.0,1.0
45.47,46.38,44.1,44.22,44.22,29572820.0,0.0,1.0
43.7,45.48,43.7,45.21,45.21,30548702.0,0.0,1.0
45.55,45.8,43.45,43.84,43.84,38016391.0,0.0,1.0
44.75,46.3,44.015,45.6,45.6,33362579.0,0.0,1.0
45.47,45.8,44.56,45.09,45.09,35453584.0,0.0,1.0
45.23,45.8,43.76,44.57,44.57,46029328.0,0.0,1.0
44.65,46.78,44.3,45.85,45.85,68453252.0,0.0,1.0
42.23,45.2,41.53,44.68,44.68,66262677.0,0.0,1.0
42.25,43.3,41.64,42.62,42.62,46396939.0,0.0,1.0
40.91,42.0,39.79,41.84,41.84,59207215.0,0.0,1.0
42.44,43.3,38.66,39.36,39.36,102713986.0,0.0,1.0
42.67,44.88,41.93,43.17,43.17,54759204.0,0.0,1.0
43.67,44.5,42.495,43.99,43.99,49559126.0,0.0,1.0
46.96,47.38,45.47,46.07,46.07,38936387.0,0.0,1.0
44.1,47.38,44.0,46.77,46.77,59851679.0,0.0,1.0
43.5997,44.41,42.4301,44.17,44.17,37932291.0,0.0,1.0
41.49,43.67,40.48,43.35,43.35,65290097.0,0.0,1.0
43.85,44.395,42.4,42.8,42.8,49929474.0,0.0,1.0
43.26,44.77,42.68,43.68,43.68,55860363.0,0.0,1.0
44.84,45.169,42.68,43.05,43.05,56805753.0,0.0,1.0
46.2,46.91,44.93,44.96,44.96,44689113.0,0.0,1.0
45.97,46.8198,44.6,46.34,46.34,54668293.0,0.0,1.0
46.71,47.01,44.58,45.53,45.53,64622753.0,0.0,1.0
43.86,46.26,42.73,45.6,45.6,93774764.0,0.0,1.0
50.2,50.55,45.75,46.04,46.04,85812809.0,0.0,1.0
49.4,51.7399,49.18,50.29,50.29,67705501.0,0.0,1.0
51.26,51.4746,48.5291,50.4,50.4,78731636.0,0.0,1.0
54.77,55.13,50.27,50.9,50.9,124531435.0,0.0,1.0
50.58,53.8399,50.55,53.2,53.2,92031135.0,0.0,1.0
49.15,50.61,48.55,50.34,50.34,64800079.0,0.0,1.0
45.72,49.65,45.5501,49.4,49.4,90202839.0,0.0,1.0
45.78,45.94,44.88,45.07,45.07,32605434.0,0.0,1.0
45.91,46.59,45.24,45.46,45.46,37680663.0,0.0,1.0
44.97,45.98,44.61,45.41,45.41,39493502.0,0.0,1.0
45.86,46.5474,43.81,44.1,44.1,61387323.0,0.0,1.0
46.55,46.99,45.07,46.51,46.51,44475666.0,0.0,1.0
47.68,48.365,46.59,46.91,46.91,90778425.0,0.0,1.0
45.05,47.755,44.86,47.36,47.36,64895522.0,0.0,1.0
44.23,45.125,43.77,45.02,45.02,47211599.0,0.0,1.0
46.21,46.38,45.04,45.15,45.15,44755616.0,0.0,1.0
45.95,47.25,45.58,46.55,46.55,65288403.0,0.0,1.0
42.93,46.26,42.76,45.68,45.68,85733888.0,0.0,1.0
42.67,43.43,42.16,42.76,42.76,34757316.0,0.0,1.0
43.53,44.44,42.73,42.74,42.74,36363974.0,0.0,1.0
44.46,44.89,42.82,43.56,43.56,50332250.0,0.0,1.0
41.67,43.9,41.44,43.68,43.68,53261315.0,0.0,1.0
41.43,42.325,41.15,41.94,41.94,40993649.0,0.0,1.0
40.68,42.37,40.31,40.9,40.9,62437181.0,0.0,1.0
42.15,42.88,40.95,41.16,41.16,66383529.0,0.0,1.0
39.99,42.44,39.94,42.34,42.34,101544050.0,0.0,1.0
38.745,39.76,38.1737,38.62,38.62,58235958.0,0.0,1.0
37.95,38.98,37.182,38.91,38.91,53064377.0,0.0,1.0
36.25,38.08,36.0734,37.76,37.76,55928956.0,0.0,1.0
36.32,37.64,35.69,36.07,36.07,76628027.0,0.0,1.0
34.26,36.49,33.56,35.89,35.89,67244425.0,0.0,1.0
34.66,34.78,33.87,34.06,34.06,49568794.0,0.0,1.0
33.98,34.51,33.64,34.33,34.33,48991744.0,0.0,1.0
32.98,33.46,32.5914,33.46,33.46,68799779.0,0.0,1.0
34.01,34.78,33.2604,34.19,34.19,64929533.0,0.0,1.0
33.33,34.16,32.82,33.81,33.81,64020013.0,0.0,1.0
31.94,33.6894,31.5609,33.42,33.42,80214305.0,0.0,1.0
33.85,34.27,30.71,31.22,31.22,113686701.0,0.0,1.0
34.38,35.125,33.48,33.68,33.68,75993697.0,0.0,1.0
32.45,35.46,32.2,34.87,34.87,113418875.0,0.0,1.0
36.78,36.79,34.3,34.33,34.33,92293915.0,0.0,1.0
37.17,38.04,36.62,36.94,36.94,55551679.0,0.0,1.0
37.49,38.04,35.77,36.68,36.68,71655969.0,0.0,1.0
38.34,38.55,37.46,37.71,37.71,24239079.0,0.0,1.0
38.99,39.32,36.92,37.93,37.93,78256842.0,0.0,1.0
40.34,41.45,39.31,39.54,39.54,80089609.0,0.0,1.0
37.73,41.22,37.35,39.84,39.84,116728743.0,0.0,1.0
41.38,41.49,38.73,38.99,38.99,82660721.0,0.0,1.0
40.74,41.95,40.44,41.19,41.19,57639580.0,0.0,1.0
43.02,43.13,41.02,41.21,41.21,69998797.0,0.0,1.0
41.96,43.22,40.86,42.62,42.62,88233498.0,0.0,1.0
40.2,41.2,39.54,41.08,41.08,70578024.0,0.0,1.0
38.99,40.45,38.49,39.57,39.57,115802700.0,0.0,1.0
36.53,38.96,36.16,38.9,38.9,77449226.0,0.0,1.0
37.17,37.8195,35.94,36.93,36.93,71208639.0,0.0,1.0
36.78,37.54,35.36,36.78,36.78,92190701.0,0.0,1.0
34.69,36.54,34.06,36.09,36.09,84477372.0,0.0,1.0
37.02,37.059,34.56,35.66,35.66,100437437.0,0.0,1.0
39.23,39.33,36.79,37.02,37.02,78453961.0,0.0,1.0
37.48,38.66,37.33,38.48,38.48,62005707.0,0.0,1.0
37.96,38.0,36.76,37.14,37.14,53428087.0,0.0,1.0
38.355,38.36,37.01,38.12,38.12,69272695.0,0.0,1.0
37.62,39.1809,37.47,38.7,38.7,63691974.0,0.0,1.0
39.7,39.85,36.95,37.27,37.27,80022787.0,0.0,1.0
38.83,40.39,38.42,40.0,40.0,67969401.0,0.0,1.0
40.54,40.65,38.72,39.31,39.31,71418397.0,0.0,1.0
41.56,42.06,39.25,39.66,39.66,116305475.0,0.0,1.0
38.96,39.25,37.45,38.98,38.98,98298413.0,0.0,1.0
35.2,37.96,34.61,37.55,37.55,106153482.0,0.0,1.0
35.26,36.84,34.5,35.51,35.51,83188208.0,0.0,1.0
35.65,36.65,34.0,36.13,36.13,163039674.0,0.0,1.0
35.24,39.19,35.12,37.94,37.94,118082037.0,0.0,1.0
41.2,41.29,36.58,36.96,36.96,130695023.0,0.0,1.0
42.58,43.11,40.98,41.18,41.18,58542301.0,0.0,1.0
44.07,44.56,42.58,42.94,42.94,72838501.0,0.0,1.0
41.44,43.4,40.44,43.35,43.35,97657203.0,0.0,1.0
43.3,44.26,41.45,41.63,41.63,71356100.0,0.0,1.0
41.9,45.0237,41.33,44.76,44.76,96149982.0,0.0,1.0
45.04,45.66,43.17,43.68,43.68,84361397.0,0.0,1.0
45.55,46.29,44.38,44.93,44.93,74435728.0,0.0,1.0
43.51,45.8,42.76,45.5,45.5,113460142.0,0.0,1.0
44.4365,46.1615,42.8,46.03,46.03,134788014.0,0.0,1.0
43.5,45.26,40.25,41.32,41.32,190801837.0,0.0,1.0
37.48,42.08,36.52,41.35,41.35,176602616.0,0.0,1.0
36.97,39.48,34.9,35.21,35.21,143074823.0,0.0,1.0
39.24,39.87,31.91,38.11,38.11,270803185.0,0.0,1.0
40.49,42.43,37.59,39.28,39.28,205872717.0,0.0,1.0
44.58,45.08,41.1101,41.53,41.53,107863416.0,0.0,1.0
46.11,47.13,42.66,43.29,43.29,161334043.0,0.0,1.0
48.55,50.42,47.63,49.76,49.76,94238457.0,0.0,1.0
47.0,47.95,44.62,45.78,45.78,97977486.0,0.0,1.0
51.6,51.85,46.01,46.81,46.81,93485093.0,0.0,1.0
49.31,52.07,47.7501,51.86,51.86,82488559.0,0.0,1.0
45.62,49.67,41.66,49.11,49.11,142544334.0,0.0,1.0
54.18,54.37,50.4,50.68,50.68,67587866.0,0.0,1.0
55.72,56.04,54.1,55.04,55.04,43020690.0,0.0,1.0
55.45,56.38,52.6,54.43,54.43,62505700.0,0.0,1.0
57.92,58.03,55.9,57.32,57.32,63784554.0,0.0,1.0
60.4,62.14,58.65,59.23,59.23,55084124.0,0.0,1.0
60.26,61.05,59.1,59.85,59.85,40233076.0,0.0,1.0
61.69,63.06,59.81,60.27,60.27,55732763.0,0.0,1.0
62.55,64.6,60.33,61.26,61.26,89812853.0,0.0,1.0
58.95,63.1,58.24,62.84,62.84,96407230.0,0.0,1.0
57.08,59.52,56.18,59.07,59.07,64264889.0,0.0,1.0
57.74,57.98,56.01,56.67,56.67,43057521.0,0.0,1.0
58.79,59.1994,57.11,57.6,57.6,48667912.0,0.0,1.0
55.96,58.72,54.84,57.98,57.98,80122323.0,0.0,1.0
57.06,57.54,54.51,55.77,55.77,65568667.0,0.0,1.0
59.07,59.12,54.37,56.99,56.99,79878684.0,0.0,1.0
59.03,60.71,56.44,57.0,57.0,78678189.0,0.0,1.0
56.76,59.46,55.15,58.37,58.37,73955136.0,0.0,1.0
57.95,59.79,56.6,57.15,57.15,73078254.0,0.0,1.0
60.04,60.67,58.64,60.31,60.31,70393251.0,0.0,1.0
64.05,64.52,58.35,59.99,59.99,111986446.0,0.0,1.0
58.95,62.17,58.32,61.95,61.95,133918072.0,0.0,1.0
57.02,58.58,55.88,58.34,58.34,73119519.0,0.0,1.0
59.85,60.09,56.19,57.71,57.71,94983634.0,0.0,1.0
58.21,59.005,56.41,58.44,58.44,99561083.0,0.0,1.0
59.84,60.22,55.67,56.27,56.27,132247850.0,0.0,1.0
62.63,63.23,60.04,60.87,60.87,99338396.0,0.0,1.0
62.94,64.4069,61.41,62.15,62.15,116059201.0,0.0,1.0
61.42,64.13,60.42,62.04,62.04,182471404.0,0.0,1.0
64.95,66.99,62.19,62.7,62.7,279770329.0,0.0,1.0
57.76,59.31,55.88,58.92,58.92,218512753.0,0.0,1.0
53.05,54.61,52.35,54.28,54.28,119429215.0,0.0,1.0
54.02,55.2764,49.08,50.5,50.5,176397696.0,0.0,1.0
51.97,53.75,50.4,53.2,53.2,147474785.0,0.0,1.0
51.2,54.4469,50.6701,53.49,53.49,213109730.0,0.0,1.0
48.46,50.5,47.77,48.74,48.74,129344311.0,0.0,1.0
46.5,48.38,45.72,48.38,48.38,116691714.0,0.0,1.0
43.7,46.275,42.2262,46.14,46.14,120689925.0,0.0,1.0
46.67,46.85,43.67,44.06,44.06,103774840.0,0.0,1.0
46.88,47.1299,45.35,45.77,45.77,60582516.0,0.0,1.0
47.48,48.36,45.81,47.01,47.01,81247871.0,0.0,1.0
49.61,49.84,46.53,47.58,47.58,117428420.0,0.0,1.0
45.63,49.49,45.02,48.95,48.95,132558077.0,0.0,1.0
45.89,48.0,45.52,46.72,46.72,126251125.0,0.0,1.0
45.17,46.05,43.895,46.0,46.0,130003721.0,0.0,1.0
44.25,45.26,43.33,44.67,44.67,120109589.0,0.0,1.0
42.47,43.84,41.27,43.5,43.5,132336854.0,0.0,1.0
39.94,41.48,39.51,40.98,40.98,171598161.0,0.0,1.0
42.48,43.63,41.26,41.98,41.98,147076119.0,0.0,1.0
42.44,45.67,41.89,45.22,45.22,107376836.0,0.0,1.0
47.08,47.2,42.96,44.01,44.01,121387875.0,0.0,1.0
47.21,48.3,45.67,46.56,46.56,115799572.0,0.0,1.0
42.5,46.32,42.41,45.11,45.11,165048508.0,0.0,1.0
44.66,45.16,41.65,43.04,43.04,191969939.0,0.0,1.0
47.9,48.65,45.21,45.35,45.35,173424045.0,0.0,1.0
40.16,48.0,38.43,47.98,47.98,313028276.0,0.0,1.0
52.02,52.1,44.05,45.36,45.36,243690229.0,0.0,1.0
54.21,54.39,48.18,50.53,50.53,179765439.0,0.0,1.0
54.86,55.55,52.6,54.0,54.0,105795118.0,0.0,1.0
49.98,53.99,49.25,53.69,53.69,204508537.0,0.0,1.0
56.99,57.2,51.5,53.51,53.51,241851916.0,0.0,1.0
50.86,55.7,50.48,55.38,55.38,270203004.0,0.0,1.0
48.27,50.59,47.88,49.25,49.25,209106333.0,0.0,1.0
45.36,48.92,44.68,48.45,48.45,233779148.0,0.0,1.0
45.75,46.7213,42.5,45.06,45.06,271678314.0,0.0,1.0
47.57,49.37,44.96,46.59,46.59,345578529.0,0.0,1.0
41.115,45.85,41.1,45.58,45.58,306209088.0,0.0,1.0
51.29,54.2,40.55,44.56,44.56,579069870.0,0.0,1.0
44.475,49.35,43.95,48.3,48.3,348326322.0,0.0,1.0
39.71,43.23,38.64,43.08,43.08,179581150.0,0.0,1.0
44.5,45.2,38.11,41.55,41.55,237403589.0,0.0,1.0
41.65,45.29,40.38,44.02,44.02,218733282.0,0.0,1.0
41.09,43.3,40.05,41.63,41.63,288784336.0,0.0,1.0
38.78,42.49,38.25,42.35,42.35,302472617.0,0.0,1.0
37.44,39.75,35.82,37.71,37.71,339385872.0,0.0,1.0
33.57,35.87,32.78,35.5,35.5,217608105.0,0.0,1.0
33.95,34.94,31.68,33.32,33.32,265719877.0,0.0,1.0
31.39,31.59,30.03,30.58,30.58,136902610.0,0.0,1.0
28.52,32.2,28.32,31.99,31.99,214034656.0,0.0,1.0
27.92,28.1,26.51,27.51,27.51,89374938.0,0.0,1.0
26.21,28.46,26.03,28.44,28.44,104257726.0,0.0,1.0
26.61,27.35,25.46,26.01,26.01,72610347.0,0.0,1.0
27.37,27.42,26.48,27.16,27.16,51784048.0,0.0,1.0
28.15,28.28,26.81,27.38,27.38,72173307.0,0.0,1.0
27.9,28.43,27.385,27.86,27.86,65357930.0,0.0,1.0
27.42,28.3,27.05,27.96,27.96,105233416.0,0.0,1.0
28.21,28.56,27.22,27.63,27.63,115708710.0,0.0,1.0
29.18,29.4,27.94,28.48,28.48,186764680.0,0.0,1.0
27.2,29.23,25.78,28.07,28.07,385210596.0,0.0,1.0
23.98,26.96,23.73,26.5,26.5,387903255.0,0.0,1.0
21.86,21.97,21.17,21.62,21.62,42581464.0,0.0,1.0
21.88,22.18,21.55,21.85,21.85,45476830.0,0.0,1.0
21.62,21.74,21.32,21.47,21.47,37328968.0,0.0,1.0
22.05,22.45,21.29,21.44,21.44,77719581.0,0.0,1.0
21.06,21.77,20.79,21.56,21.56,59354282.0,0.0,1.0
21.71,21.94,20.6,20.67,20.67,73217119.0,0.0,1.0
21.66,21.92,21.07,21.59,21.59,60860112.0,0.0,1.0
20.83,22.2,20.8,21.18,21.18,92713560.0,0.0,1.0
21.68,21.96,20.83,21.76,21.76,79117101.0,0.0,1.0
21.72,22.59,20.76,21.22,21.22,183530455.0,0.0,1.0
18.76,21.12,18.71,20.85,20.85,164378538.0,0.0,1.0
18.88,19.16,18.43,18.81,18.81,42786232.0,0.0,1.0
18.02,18.62,17.95,18.32,18.32,44122149.0,0.0,1.0
17.32,18.39,16.75,17.85,17.85,71069510.0,0.0,1.0
19.22,19.36,17.8,17.96,17.96,70568089.0,0.0,1.0
18.48,19.45,18.37,19.23,19.23,61061116.0,0.0,1.0
19.05,19.265,17.66,18.81,18.81,75969546.0,0.0,1.0
19.72,19.88,18.94,19.41,19.41,54885511.0,0.0,1.0
18.26,19.33,18.08,19.3,19.3,55186587.0,0.0,1.0
19.27,19.54,18.52,19.01,19.01,57845793.0,0.0,1.0
19.1,20.25,18.88,19.19,19.19,111630535.0,0.0,1.0
18.18,18.78,17.9,18.73,18.73,68234902.0,0.0,1.0
18.0,18.1,17.45,17.97,17.97,55373486.0,0.0,1.0
18.49,18.72,17.49,17.74,17.74,79679834.0,0.0,1.0
17.9,18.63,17.7,18.09,18.09,90988423.0,0.0,1.0
17.17,17.86,16.51,17.03,17.03,89624571.0,0.0,1.0
18.54,19.18,15.61,17.98,17.98,163329780.0,0.0,1.0
19.09,19.84,18.3526,18.7,18.7,128358422.0,0.0,1.0
20.92,21.05,18.5,19.9,19.9,153460601.0,0.0,1.0
19.45,20.38,18.75,20.12,20.12,137644836.0,0.0,1.0
17.19,19.83,16.82,19.03,19.03,226610901.0,0.0,1.0
18.87,19.44,18.11,18.5,18.5,155242283.0,0.0,1.0
19.99,20.47,18.76,19.88,19.88,199850277.0,0.0,1.0
19.01,20.97,18.56,20.44,20.44,364104643.0,0.0,1.0
15.08,17.87,15.06,17.84,17.84,299047816.0,0.0,1.0
14.63,14.98,14.31,14.97,14.97,98697703.0,0.0,1.0
13.64,14.58,13.62,14.12,14.12,70189908.0,0.0,1.0
13.85,14.05,13.53,13.78,13.78,50072785.0,0.0,1.0
14.29,14.41,13.85,14.06,14.06,41966837.0,0.0,1.0
14.23,14.69,13.871,14.3,14.3,69962360.0,0.0,1.0
13.07,14.05,13.06,14.05,14.05,77497916.0,0.0,1.0
13.18,13.18,12.54,13.1,13.1,63250748.0,0.0,1.0
13.45,13.64,13.17,13.36,13.36,50093545.0,0.0,1.0
13.37,13.45,12.67,13.36,13.36,77471427.0,0.0,1.0
15.3,15.45,12.94,12.99,12.99,181311514.0,0.0,1.0
13.94,14.42,13.68,14.21,14.21,84267291.0,0.0,1.0
13.54,13.73,13.2,13.42,13.42,57745964.0,0.0,1.0
14.1,14.31,13.52,13.84,13.84,49787709.0,0.0,1.0
13.41,14.075,13.3739,13.92,13.92,60375033.0,0.0,1.0
14.46,14.53,13.22,13.64,13.64,125731370.0,0.0,1.0
12.53,13.67,12.46,13.6,13.6,122925296.0,0.0,1.0
12.41,12.59,11.73,11.94,11.94,61813807.0,0.0,1.0
12.62,12.95,12.07,12.2,12.2,64952913.0,0.0,1.0
12.65,13.0,12.431,12.7,12.7,69552555.0,0.0,1.0
11.48,12.64,11.38,12.27,12.27,90075812.0,0.0,1.0
12.03,12.09,11.27,11.69,11.69,64068520.0,0.0,1.0
11.38,11.9,10.91,11.82,11.82,93425298.0,0.0,1.0
12.59,12.63,11.85,12.15,12.15,95206301.0,0.0,1.0
12.38,12.83,11.81,12.38,12.38,112260489.0,0.0,1.0
13.45,13.58,12.62,12.88,12.88,128042801.0,0.0,1.0
11.42,12.84,11.38,12.82,12.82,154596601.0,0.0,1.0
11.86,12.07,10.46,11.09,11.09,289514200.0,0.0,1.0
12.46,13.16,12.45,12.94,12.94,134084800.0,0.0,1.0
13.82,13.95,12.85,13.52,13.52,114166800.0,0.0,1.0
13.25,14.13,12.42,14.09,14.09,195253600.0,0.0,1.0
15.26,16.44,13.61,13.84,13.84,310058200.0,0.0,1.0
15.61,15.73,14.2,14.98,14.98,317735400.0,0.0,1.0
13.5,14.63,13.07,14.57,14.57,314527300.0,0.0,1.0
14.1,15.28,12.0,12.88,12.88,568960800.0,0.0,1.0
11.26,13.77,10.7,13.22,13.22,442681000.0,0.0,1.0
11.05,12.3,10.93,11.51,11.51,325679000.0,0.0,1.0
9.05,9.4,8.7,9.38,9.38,219628700.0,0.0,1.0
7.79,7.99,7.67,7.91,7.91,64427000.0,0.0,1.0
7.21,7.75,7.12,7.72,7.72,84229500.0,0.0,1.0
6.98,7.25,6.71,7.23,7.23,45876100.0,0.0,1.0
7.03,7.18,6.8,6.9,6.9,33453587.0,0.0,1.0
6.66,7.145,6.6,7.08,7.08,46442109.0,0.0,1.0
6.93,7.08,6.5,6.86,6.86,103575859.0,0.0,1.0
7.55,7.685,7.19,7.23,7.23,79627842.0,0.0,1.0
7.86,7.9,7.38,7.43,7.43,112647898.0,0.0,1.0
7.36,7.63,7.23,7.34,7.34,84037079.0,0.0,1.0
6.8,7.36,6.78,7.18,7.18,78503216.0,0.0,1.0
6.93,6.98,6.58,6.84,6.84,58838533.0,0.0,1.0
7.43,7.44,6.53,6.99,6.99,130245602.0,0.0,1.0
5.97,6.99,5.92,6.83,6.83,113172449.0,0.0,1.0
6.2,6.32,5.92,6.1,6.1,59687107.0,0.0,1.0
5.79,6.09,5.66,5.91,5.91,126114178.0,0.0,1.0
6.72,6.95,6.16,6.3,6.3,99921419.0,0.0,1.0
5.84,6.83,5.76,6.68,6.68,135060628.0,0.0,1.0
5.81,6.08,5.68,5.97,5.97,85523884.0,0.0,1.0
6.03,6.075,5.52,5.59,5.59,90517235.0,0.0,1.0
6.01,6.2,5.61,5.97,5.97,172617852.0,0.0,1.0
5.0,5.7,4.98,5.6,5.6,198303797.0,0.0,1.0
4.36,4.73,4.35,4.7,4.7,81717678.0,0.0,1.0
4.0,4.33,3.96,4.26,4.26,68951059.0,0.0,1.0
3.82,4.0,3.73,3.98,3.98,50301733.0,0.0,1.0
3.98,4.12,3.75,3.83,3.83,62756668.0,0.0,1.0
4.01,4.2,3.9,4.17,4.17,70224324.0,0.0,1.0
3.42,3.83,3.4,3.82,3.82,59622624.0,0.0,1.0
3.33,3.34,3.18,3.27,3.27,22798211.0,0.0,1.0
3.4,3.44,3.2325,3.33,3.33,41491886.0,0.0,1.0
3.76,3.82,3.4,3.48,3.48,51576759.0,0.0,1.0
3.62,3.75,3.59,3.69,3.69,21654002.0,0.0,1.0
3.5,3.69,3.5,3.61,3.61,27771320.0,0.0,1.0
3.37,3.45,3.36,3.37,3.37,13618530.0,0.0,1.0
3.33,3.52,3.27,3.45,3.45,20891466.0,0.0,1.0
3.64,3.68,3.32,3.44,3.44,33945576.0,0.0,1.0
3.74,3.78,3.61,3.62,3.62,21720746.0,0.0,1.0
3.72,3.77,3.66,3.74,3.74,16542095.0,0.0,1.0
3.68,3.8,3.6,3.77,3.77,27705410.0,0.0,1.0
3.63,3.67,3.52,3.63,3.63,26666125.0,0.0,1.0
3.59,3.65,3.45,3.62,3.62,54209579.0,0.0,1.0
3.44,3.48,3.28,3.28,3.28,22283744.0,0.0,1.0
3.08,3.36,3.08,3.34,3.34,23323294.0,0.0,1.0
3.3,3.33,3.12,3.18,3.18,31175024.0,0.0,1.0
3.63,3.72,3.37,3.41,3.41,44389437.0,0.0,1.0
3.83,3.98,3.59,3.61,3.61,88971412.0,0.0,1.0
3.4,3.445,3.2,3.34,3.34,36164871.0,0.0,1.0
3.0,3.26,2.95,3.24,3.24,35576753.0,0.0,1.0
3.08,3.1,2.91,2.94,2.94,22069667.0,0.0,1.0
3.2,3.2,3.05,3.06,3.06,17372610.0,0.0,1.0
3.09,3.15,3.05,3.09,3.09,14493983.0,0.0,1.0
3.1,3.22,3.01,3.02,3.02,19758338.0,0.0,1.0
3.18,3.35,3.05,3.19,3.19,18635947.0,0.0,1.0
3.36,3.36,3.15,3.21,3.21,22827576.0,0.0,1.0
3.3,3.41,3.2,3.25,3.25,37409994.0,0.0,1.0
2.95,3.2,2.88,3.2,3.2,27425283.0,0.0,1.0
3.15,3.16,2.92,3.01,3.01,36367067.0,0.0,1.0
2.67,2.97,2.63,2.97,2.97,38232188.0,0.0,1.0
2.82,2.82,2.63,2.67,2.67,32671119.0,0.0,1.0
2.76,2.8,2.71,2.74,2.74,18225435.0,0.0,1.0
2.81,2.81,2.65,2.7,2.7,46032394.0,0.0,1.0
2.48,2.55,2.4,2.47,2.47,34819869.0,0.0,1.0
2.45,2.4896,2.33,2.4,2.4,19404652.0,0.0,1.0
2.51,2.59,2.22,2.39,2.39,58748936.0,0.0,1.0
2.63,2.76,2.6,2.65,2.65,17058829.0,0.0,1.0
2.83,2.88,2.68,2.78,2.78,30216094.0,0.0,1.0
2.81,2.83,2.7,2.71,2.71,20065723.0,0.0,1.0
2.85,2.89,2.76,2.84,2.84,25045452.0,0.0,1.0
2.81,3.07,2.78,2.93,2.93,43577079.0,0.0,1.0
2.72,2.99,2.6,2.76,2.76,56486349.0,0.0,1.0
2.55,2.75,2.4,2.6,2.6,64569680.0,0.0,1.0
2.34,2.37,2.15,2.37,2.37,47296888.0,0.0,1.0
2.49,2.64,2.35,2.4,2.4,50454804.0,0.0,1.0
2.3,2.55,2.23,2.38,2.38,35441298.0,0.0,1.0
2.4,2.58,2.11,2.43,2.43,94183702.0,0.0,1.0
2.97,3.12,2.79,2.9,2.9,34718996.0,0.0,1.0
2.87,3.11,2.75,2.94,2.94,41179891.0,0.0,1.0
3.28,3.33,2.99,3.11,3.11,41674686.0,0.0,1.0
3.06,3.23,2.98,3.13,3.13,52216838.0,0.0,1.0
3.4,3.53,3.26,3.32,3.32,31094208.0,0.0,1.0
3.49,3.54,3.29,3.5,3.5,34795271.0,0.0,1.0
3.01,3.54,2.99,3.29,3.29,55002061.0,0.0,1.0
3.62,3.66,3.42,3.55,3.55,61159830.0,0.0,1.0
3.78,3.89,3.68,3.72,3.72,72596718.0,0.0,1.0
4.03,4.07,3.77,3.87,3.87,49320453.0,0.0,1.0
4.08,4.21,3.95,4.06,4.06,47501140.0,0.0,1.0
4.15,4.19,3.9,4.11,4.11,55891795.0,0.0,1.0
3.96,4.14,3.87,4.13,4.13,63621682.0,0.0,1.0
4.09,4.3,3.92,4.14,4.14,77412788.0,0.0,1.0
4.5,4.71,4.3,4.34,4.34,69556928.0,0.0,1.0
5.18,5.19,4.24,4.4,4.4,205890156.0,0.0,1.0
3.79,3.935,3.76,3.88,3.88,56025203.0,0.0,1.0
4.2,4.2,4.02,4.08,4.08,40425711.0,0.0,1.0
4.1,4.4,4.01,4.26,4.26,86788998.0,0.0,1.0
3.93,4.1,3.86,4.08,4.08,72970041.0,0.0,1.0
3.9,3.98,3.76,3.8,3.8,47696828.0,0.0,1.0
4.02,4.035,3.75,3.77,3.77,69481541.0,0.0,1.0
3.95,4.05,3.86,4.03,4.03,42234992.0,0.0,1.0
4.0,4.2,3.98,4.07,4.07,50757706.0,0.0,1.0
3.83,4.05,3.8,3.96,3.96,54033261.0,0.0,1.0
3.67,3.91,3.6187,3.87,3.87,67035329.0,0.0,1.0
4.02,4.02,3.74,3.81,3.81,80603454.0,0.0,1.0
4.2,4.33,4.05,4.08,4.08,75460136.0,0.0,1.0
4.37,4.48,4.13,4.39,4.39,73554169.0,0.0,1.0
4.2899,4.7,4.16,4.51,4.51,123430967.0,0.0,1.0
3.535,4.11,3.52,4.06,4.06,73844757.0,0.0,1.0
4.02,4.04,3.67,3.78,3.78,77698912.0,0.0,1.0
4.24,4.38,4.01,4.08,4.08,74852748.0,0.0,1.0
4.23,4.33,4.02,4.27,4.27,53344806.0,0.0,1.0
4.25,4.27,4.03,4.21,4.21,48746205.0,0.0,1.0
3.985,4.35,3.84,4.01,4.01,101438582.0,0.0,1.0
5.0,5.06,4.51,4.66,4.66,65433492.0,0.0,1.0
4.57,4.95,4.31,4.92,4.92,102385147.0,0.0,1.0
5.42,5.65,4.69,4.79,4.79,206949568.0,0.0,1.0
4.6,5.29,4.52,5.17,5.17,181125581.0,0.0,1.0
4.51,4.705,4.46,4.67,4.67,109385407.0,0.0,1.0
3.99,4.4,3.91,4.37,4.37,99176742.0,0.0,1.0
4.19,4.48,4.0,4.29,4.29,234552104.0,0.0,1.0
3.7,3.82,3.61,3.76,3.76,55193434.0,0.0,1.0
