time,open,high,low,close,volume
2022-04-07 20:00:00,127.65807483972652,127.65807483972652,127.65807483972652,127.65807483972652,500
2022-04-07 17:00:00,127.93494750398,128.1920435493582,127.93494750398,127.93494750398,155620
2022-04-07 16:00:00,128.20193185879586,128.52824607023743,127.84595271904138,127.9398916586988,1435694
2022-04-07 15:00:00,127.46030865097406,128.33542403620376,127.14477269681947,128.23159678710874,512536
2022-04-07 14:00:00,126.50114263552452,127.52952681703741,126.49125432608689,127.47019696041167,727481
2022-04-07 13:00:00,126.11549856745718,126.51103094496213,126.02650378251856,126.51103094496213,378827
2022-04-07 12:00:00,126.30337644677203,126.59508157518195,125.78918435601558,126.09226104027876,446264
2022-04-07 11:00:00,126.44181277889878,126.7879036092156,125.6705246427641,126.31326475620965,550360
2022-04-07 10:00:00,127.06477627346908,127.23287753390868,125.56175323895023,126.4121478505859,512021
2022-04-07 09:00:00,126.5802491110255,126.92633994134236,126.5802491110255,126.92633994134236,814
2022-04-07 08:00:00,127.24276584334632,127.54930343591268,127.24276584334632,127.54930343591268,511
2022-04-07 06:00:00,127.45042034153641,127.55919174535029,127.45042034153641,127.55919174535029,1306
2022-04-07 05:00:00,127.55919174535029,127.55919174535029,127.55919174535029,127.55919174535029,706
2022-04-06 20:00:00,126.71868544315188,126.91645163190435,126.70879713371423,126.91645163190435,1152
2022-04-06 19:00:00,126.81756853752812,126.86701008471624,126.71868544315188,126.71868544315188,1209
2022-04-06 18:00:00,126.926339941342,126.926339941342,126.66924389596375,126.92297791613318,1510
2022-04-06 17:00:00,126.926339941342,126.926339941342,126.57223958038067,126.76812699033998,89009
2022-04-06 16:00:00,127.07466458290632,127.41086710378555,126.2737115184588,126.91645163190435,1250727
2022-04-06 15:00:00,126.45170108833602,127.11421782065685,125.84851421264095,127.07466458290632,570395
2022-04-06 14:00:00,125.28488057469639,126.80273607337169,125.21566240863302,126.53080756383702,531480
2022-04-06 13:00:00,125.57164154838748,125.6606363333261,124.9140689707855,125.294768884134,679682
2022-04-06 12:00:00,125.56175323894986,126.2737115184588,125.43320521626075,125.56343425155426,828361
2022-04-06 11:00:00,127.14388274896972,127.26254246222118,125.55186492951223,125.5765857031063,1339747
2022-04-06 10:00:00,129.51707701399945,130.82233385976585,127.12410613009446,127.16365936784494,1114606
2022-04-06 09:00:00,130.55534950495,131.11898314289456,128.8644485911163,129.5368536328747,3153
2022-04-06 08:00:00,129.5368536328747,129.5368536328747,129.2105394214331,129.2105394214331,1306
2022-04-06 07:00:00,129.5368536328747,129.5368536328747,129.5368536328747,129.5368536328747,103
2022-04-06 06:00:00,130.03126910475592,130.03126910475592,130.03126910475592,130.03126910475592,228
2022-04-05 20:00:00,130.88166371639173,130.88166371639173,130.88166371639173,130.88166371639173,218
2022-04-05 18:00:00,131.10909483345708,131.10909483345708,130.822333859766,130.822333859766,1500
2022-04-05 17:00:00,130.822333859766,131.17831299952044,130.68389752763923,131.1001953549632,156360
2022-04-05 16:00:00,131.65295185252637,131.7023933997145,130.5454611955125,130.8322221692036,1451442
2022-04-05 15:00:00,131.56395706758778,131.95948944509271,131.37607918827294,131.64306354308877,297012
2022-04-05 14:00:00,131.80127649409076,132.2759153470967,131.46507397321153,131.62328692421355,296505
2022-04-05 13:00:00,131.88038296959175,131.979266063968,131.33652595052243,131.80127649409076,454940
2022-04-05 12:00:00,132.2759153470967,132.75055420010267,131.76172325634025,131.89027127902938,569072
2022-04-05 11:00:00,132.7208892717898,133.1757515059205,131.53429213927492,132.24130626406503,982798
2022-04-05 10:00:00,132.59234124910068,132.977985317168,131.56395706758778,132.7208892717898,971518
2022-04-05 09:00:00,133.39329431354824,133.39329431354824,133.19552812479574,133.19552812479574,455
