date,open,high,low,close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2023-02-01,59.08,66.215,56.65,65.7,65.7,18840780.0,0.0,1.0
2023-01-31,57.7,60.44,55.91,58.48,58.48,14751638.0,0.0,1.0
2023-01-30,60.01,61.86,55.6715,56.16,56.16,14553912.0,0.0,1.0
2023-01-27,52.94,62.29,52.41,61.37,61.37,24430999.0,0.0,1.0
2023-01-26,56.06,56.1,51.9655,53.02,53.02,12614909.0,0.0,1.0
2023-01-25,51.5,53.408,49.6,52.76,52.76,13343567.0,0.0,1.0
2023-01-24,54.202,56.47,53.3412,53.555,53.555,12413942.0,0.0,1.0
2023-01-23,55.0,56.69,53.21,55.96,55.96,17736412.0,0.0,1.0
2023-01-20,50.38,55.19,48.8,55.16,55.16,15433938.0,0.0,1.0
2023-01-19,49.2101,51.0,47.92,49.42,49.42,14073270.0,0.0,1.0
2023-01-18,54.22,57.3292,50.0,50.21,50.21,24905714.0,0.0,1.0
2023-01-17,53.31,54.98,50.7,54.14,54.14,23521226.0,0.0,1.0
2023-01-13,46.24,50.63,45.38,49.98,49.98,22437767.0,0.0,1.0
2023-01-12,45.145,47.65,41.67,47.55,47.55,20514692.0,0.0,1.0
2023-01-11,41.96,43.84,40.6304,43.79,43.79,16152705.0,0.0,1.0
2023-01-10,37.76,43.29,37.74,43.23,43.23,24496650.0,0.0,1.0
2023-01-09,35.19,39.38,34.72,38.27,38.27,18904120.0,0.0,1.0
2023-01-06,33.67,33.75,31.55,33.26,33.26,15527836.0,0.0,1.0
2023-01-05,34.71,35.26,32.75,33.53,33.53,16934523.0,0.0,1.0
2023-01-04,34.59,38.5,34.54,37.7,37.7,17737392.0,0.0,1.0
2023-01-03,36.49,36.93,33.3709,33.6,33.6,8514288.0,0.0,1.0
2022-12-30,33.962,35.87,33.63,35.39,35.39,8397944.0,0.0,1.0
2022-12-29,33.455,35.33,33.37,34.78,34.78,7675479.0,0.0,1.0
2022-12-28,32.58,33.48,31.83,32.53,32.53,7839732.0,0.0,1.0
