date,open,high,low,close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2022-12-27,34.5,34.56,32.44,32.65,32.65,10940800.0,0.0,1.0
2022-12-23,34.77,35.98,33.67,35.49,35.49,8222704.0,0.0,1.0
2022-12-22,34.93,35.3465,32.95,34.59,34.59,10335668.0,0.0,1.0
2022-12-21,35.31,36.1,34.7963,35.15,35.15,6998619.0,0.0,1.0
2022-12-20,34.75,36.858,34.35,34.97,34.97,9833235.0,0.0,1.0
2022-12-19,35.97,36.68,34.51,35.17,35.17,11168297.0,0.0,1.0
2022-12-16,37.4,38.01,34.71,36.6,36.6,18247429.0,0.0,1.0
2022-12-15,38.95,39.6,37.44,37.98,37.98,12013423.0,0.0,1.0
2022-12-14,39.41,41.9,38.82,40.19,40.19,16117596.0,0.0,1.0
2022-12-13,46.01,46.33,38.5,38.69,38.69,20558271.0,0.0,1.0
2022-12-12,39.98,42.65,39.65,42.6,42.6,9962641.0,0.0,1.0
2022-12-09,41.6,42.32,40.15,40.24,40.24,10030234.0,0.0,1.0
2022-12-08,41.56,43.8999,40.3,42.81,42.81,9361800.0,0.0,1.0
2022-12-07,41.88,43.2,40.55,41.26,41.26,10824527.0,0.0,1.0
2022-12-06,45.6001,46.65,41.73,42.41,42.41,12156145.0,0.0,1.0
2022-12-05,47.98,49.85,45.63,46.0,46.0,11228347.0,0.0,1.0
2022-12-02,43.97,47.7,43.73,47.67,47.67,10372090.0,0.0,1.0
2022-12-01,45.82,47.19,44.44,45.27,45.27,11579372.0,0.0,1.0
2022-11-30,43.71,45.8799,41.51,45.73,45.73,15562746.0,0.0,1.0
2022-11-29,42.91,44.65,42.7,43.11,43.11,9090624.0,0.0,1.0
2022-11-28,43.3,44.899,42.02,42.51,42.51,10518516.0,0.0,1.0
2022-11-25,44.76,45.2365,43.7,44.28,44.28,6451508.0,0.0,1.0
2022-11-23,43.85,46.17,42.2057,45.57,45.57,14665807.0,0.0,1.0
2022-11-22,42.35,44.4,41.61,43.39,43.39,20783082.0,0.0,1.0
2022-11-21,43.6,44.6439,40.61,41.23,41.23,22381981.0,0.0,1.0
2022-11-18,48.8,49.0,44.31,45.26,45.26,20287264.0,0.0,1.0
2022-11-17,46.67,49.97,45.18,48.79,48.79,17974650.0,0.0,1.0
2022-11-16,52.83,54.03,48.0,48.83,48.83,24054683.0,0.0,1.0
2022-11-15,55.0,58.0,54.6,55.53,55.53,14805294.0,0.0,1.0
2022-11-14,55.695,55.74,52.6,53.22,53.22,16150903.0,0.0,1.0
2022-11-11,47.5,58.29,46.25,57.46,57.46,30584528.0,0.0,1.0
2022-11-10,51.04,53.93,49.02,50.92,50.92,30695388.0,0.0,1.0
2022-11-09,47.09,49.6899,44.62,45.98,45.98,42274174.0,0.0,1.0
2022-11-08,54.5,58.4499,47.69,50.83,50.83,61868168.0,0.0,1.0
2022-11-07,60.0,60.99,54.22,56.97,56.97,13659109.0,0.0,1.0
2022-11-04,60.4,63.43,56.4,58.82,58.82,18901356.0,0.0,1.0
2022-11-03,59.4,61.88,55.75,55.8,55.8,14238794.0,0.0,1.0
2022-11-02,63.395,66.21,60.55,60.71,60.71,12700860.0,0.0,1.0
2022-11-01,69.0,69.71,63.13,63.29,63.29,8238178.0,0.0,1.0
2022-10-31,72.37,74.65,66.145,66.25,66.25,10648406.0,0.0,1.0
2022-10-28,72.0,73.72,69.35,72.07,72.07,7372115.0,0.0,1.0
2022-10-27,74.51,75.65,71.51,72.47,72.47,5967614.0,0.0,1.0
2022-10-26,75.28,78.29,73.1001,73.81,73.81,14148193.0,0.0,1.0
2022-10-25,67.01,75.4,66.96,75.05,75.05,14446936.0,0.0,1.0
2022-10-24,67.4,68.15,63.68,66.39,66.39,8111715.0,0.0,1.0
2022-10-21,63.4,66.63,61.7,66.38,66.38,9156365.0,0.0,1.0
2022-10-20,63.14,67.43,62.7,63.59,63.59,8938669.0,0.0,1.0
2022-10-19,64.82,66.89,62.5518,63.19,63.19,8601141.0,0.0,1.0
2022-10-18,72.9,73.9,65.3,66.21,66.21,13874738.0,0.0,1.0
2022-10-17,66.48,70.95,66.34,69.17,69.17,11263274.0,0.0,1.0
2022-10-14,71.85,73.79,63.38,63.59,63.59,13711603.0,0.0,1.0
2022-10-13,63.66,69.63,61.06,69.26,69.26,18341964.0,0.0,1.0
2022-10-12,69.74,71.85,67.82,69.95,69.95,8998949.0,0.0,1.0
2022-10-11,67.61,72.69,65.025,70.16,70.16,17705645.0,0.0,1.0
2022-10-10,67.58,69.26,65.4301,67.04,67.04,7713993.0,0.0,1.0
2022-10-07,70.85,71.1,65.5,67.0,67.0,11427931.0,0.0,1.0
2022-10-06,73.07,76.2774,71.3405,73.91,73.91,11103663.0,0.0,1.0
2022-10-05,71.8,73.4782,69.28,72.97,72.97,9222677.0,0.0,1.0
2022-10-04,69.09,74.63,69.08,74.5,74.5,11881433.0,0.0,1.0
2022-10-03,64.95,67.86,61.92,65.95,65.95,10949180.0,0.0,1.0
2022-09-30,61.25,67.59,61.0737,64.49,64.49,10210275.0,0.0,1.0
2022-09-29,64.62,65.03,60.26,61.94,61.94,11508191.0,0.0,1.0
2022-09-28,62.8,67.74,62.76,67.31,67.31,8482667.0,0.0,1.0
2022-09-27,65.29,67.55,61.8842,63.05,63.05,11860469.0,0.0,1.0
2022-09-26,62.98,66.33,62.18,62.28,62.28,9562579.0,0.0,1.0
2022-09-23,61.56,63.15,59.4347,61.88,61.88,10932912.0,0.0,1.0
2022-09-22,67.4,68.98,62.31,62.94,62.94,11084877.0,0.0,1.0
2022-09-21,68.9,72.24,67.4301,67.64,67.64,12344591.0,0.0,1.0
2022-09-20,68.09,69.8,66.17,67.94,67.94,7974478.0,0.0,1.0
2022-09-19,71.88,72.54,67.0,69.93,69.93,13135272.0,0.0,1.0
2022-09-16,75.15,76.3699,73.5982,74.0,74.0,17088966.0,0.0,1.0
2022-09-15,77.63,82.0,76.625,77.23,77.23,10950143.0,0.0,1.0
2022-09-14,75.3,79.2,74.11,78.7,78.7,10840704.0,0.0,1.0
2022-09-13,75.34,78.09,74.35,75.25,75.25,11235328.0,0.0,1.0
2022-09-12,82.6,84.58,80.6,82.55,82.55,12554936.0,0.0,1.0
2022-09-09,78.2,81.04,75.15,80.87,80.87,15393378.0,0.0,1.0
2022-09-08,66.36,73.33,65.5,73.08,73.08,9241494.0,0.0,1.0
2022-09-07,62.0,68.77,61.83,68.25,68.25,8408351.0,0.0,1.0
